Index,Title,Sentiment,Class,Entity1,Entity2,Entity3,Language 
1291,"  Silverstone: Warum Antonio Giovinazzi nach FT1 ""verwarnt"" wurde  ",7.401486830834377e-18,Neutral,Giovinazzi,nan,nan,Germany
1292,"  Schwächelt Mercedes erstmals? ""Mit dem Auto scheint nichts falsch zu sein""  ",0.2692307692307692,Positive,Mercedes,nan,nan,Germany
1293,"  Formel-1-Training in Silverstone: McLaren sieht Racing Point ""in einer anderen Welt""  ",0.531578947368421,Positive,Racing Point,McLaren,nan,Germany
1294,  Silverstone: So bewertet Nico Hülkenberg sein Formel-1-Comeback  ,0.4285714285714285,Positive,nan,nan,nan,Germany
1295,  Racing Point nimmt Perez in Schutz: Hat nichts falsch gemacht  ,0.03421052631578942,Neutral,Perez,Racing Point,nan,Germany
1296,  F1 Silverstone 2020: Wackelt erstmals die Mercedes-Dominanz?  ,0.32647058823529407,Positive,Mercedes,nan,nan,Germany
1297,  McLaren mit neuen Aero-Updates in Silverstone  ,0.11428571428571428,Neutral,McLaren,nan,nan,Germany
1298,  Im Rennanzug von Lance Stroll: So kam es zu Hülkenbergs Comeback  ,0.3090909090909091,Positive,Stroll,nan,nan,Germany
1299,  F1 Silverstone 2020: Sebastian Vettel verpasst erstes Freies Training  ,0.4279999999999998,Positive,Vettel,nan,nan,Germany
1300,  Valtteri Bottas: Im Ungarn-Qualifying mit zu viel Sprit unterwegs  ,0.4695652173913043,Positive,Bottas,nan,nan,Germany
1301,  Steiner findet Ungarn-Strafe unfair: Gibt keine konkrete Regel  ,0.13030303030303028,Neutral,nan,nan,nan,Germany
1302,  Coronatest negativ: Nico Hülkenberg darf in Silverstone fahren!  ,0.28200000000000003,Positive,nan,nan,nan,Germany
1303,  Verstappen: Haben wahren Vorsprung von Mercedes noch nicht gesehen  ,0.2928571428571428,Positive,Verstappen,Mercedes,nan,Germany
1304,  Nico Hülkenberg: Chance auf Formel-1-Comeback als Perez-Ersatz  ,0.26,Positive,Perez,nan,nan,Germany
1305,  Positiver COVID-19-Test: Sergio Perez hat das Coronavirus!  ,0.47500000000000003,Positive,Perez,nan,nan,Germany
1306,  Max Verstappen vor Silverstone: In dieser Statistik überholt er Papa Jos  ,0.3021276595744681,Positive,Verstappen,nan,nan,Germany
1307,  Lance Stroll: Racing Point könnte in Silverstone zweite Kraft sein  ,0.5545454545454546,Positive,Stroll,Racing Point,nan,Germany
1308,  Romain Grosjean: Klärendes Telefonat mit Lewis Hamilton  ,0.03636363636363636,Neutral,Hamilton,Grosjean,nan,Germany
1309,  Von sechsjährigem Kind entworfen: Norris zeigt neues Helmdesign  ,0.5181818181818182,Positive,Norris,nan,nan,Germany
1310,  Kein eindeutiges Ergebnis: Sergio Perez nach COVID-19-Test isoliert  ,-0.07500000000000001,Negative,Perez,nan,nan,Germany
1311,  FIA behält Tracklimits in Silverstone im Auge: Zwei Kurven im Fokus  ,-0.19285714285714287,Negative,nan,nan,nan,Germany
1312,  Mansell sicher: Hamilton wird Schumacher-Rekorde brechen  ,0.6499999999999998,Positive,Hamilton,nan,nan,Germany
1313,  Silverstone: Diese Kräfte wirken beim Highspeed-Festival  ,0.41250000000000003,Positive,nan,nan,nan,Germany
1314,"  Ex-Ingenieur von Webber, Ricciardo: Albon bekommt neuen Partner  ",0.4785714285714286,Positive,Ricciardo,Albon,nan,Germany
1315,  Das Red-Bull-Wunder: So schwierig war die Reparatur in Ungarn  ,0.01874999999999996,Neutral,nan,nan,nan,Germany
1316,  Lando Norris: Formel-1-Rennen ohne Zuschauer erinnern an Formel Renault  ,-0.031818181818181836,Negative,Norris,Renault,nan,Germany
1317,  Run auf F1-Tickets: Austin vermeldet Rekordverkäufe für abgesagtes Rennen  ,0.3294117647058824,Positive,nan,nan,nan,Germany
1318,"  Ralf Schumacher: ""Haben nicht gesehen, was Mercedes kann""  ",0.4428571428571428,Positive,Mercedes,nan,nan,Germany
1319,"  Ferrari rechnet nicht mit Wundern: ""Es wird lange dauern""  ",0.18260869565217389,Positive,Ferrari,nan,nan,Germany
1320,"  Lewis Hamilton: Silverstone ohne Fans wird ""super seltsam""  ",0.0733333333333333,Neutral,Hamilton,nan,nan,Germany
1321,  Toto Wolff: Langweilige Formel-1-WM ist doch nicht Mercedes' Schuld   ,0.40312499999999996,Positive,Mercedes,nan,nan,Germany
1322,"  ""Copygate"": Warum kaum jemand Interesse am Renault-Protest hat  ",0.14126984126984127,Neutral,Renault,nan,nan,Germany
1323,"  F1-Rennleiter mahnt: ""Dürfen jetzt nicht selbstgefällig werden""  ",0.32142857142857145,Positive,nan,nan,nan,Germany
1324,"  Nürburgring: Geschäftsführer ärgert sich über ""Falschmeldungen""  ",0.42608695652173917,Positive,nan,nan,nan,Germany
1325,  Silverstone: Hamilton und Polizei rufen Fans zum Fernbleiben auf  ,0.13333333333333336,Neutral,Hamilton,nan,nan,Germany
1326,  Red Bull erklärt: Warum Verstappen in Ungarn wirklich abflog  ,0.39473684210526316,Positive,Verstappen,Red Bull,nan,Germany
1327,"  Franz Tost sauer: ""Das Getriebe muss einfach funktionieren""  ",0.08888888888888886,Neutral,nan,nan,nan,Germany
1328,  Hamiltons Motorproblem: Weshalb ihn Mercedes zappeln ließ  ,-0.03181818181818181,Negative,Hamilton,Mercedes,nan,Germany
1329,  Ferrari strukturiert um: Neue Performance-Abteilung gegründet  ,0.5599999999999999,Positive,Ferrari,nan,nan,Germany
1330,"  Kimi Räikkönen nach Ungarn: ""Eine Katastrophe, ganz einfach""  ",0.07499999999999998,Neutral,nan,nan,nan,Germany
1331,"  Lando Norris packt in der Box mit an: ""Will, dass es meinen Leuten gut geht""  ",0.3074074074074074,Positive,Norris,nan,nan,Germany
1332,"  Valtteri Bottas: Bin 2020 schnell genug, um Weltmeister zu werden  ",0.325,Positive,Bottas,nan,nan,Germany
1333,"  Ferrari: ""Entlassungen werden unser Auto nicht schneller machen""  ",0.009523809523809521,Neutral,Ferrari,nan,nan,Germany
1334,  Pierre Gasly: Geringe Wahrscheinlichkeit für zweite Chance bei Red Bull  ,0.444,Positive,Gasly,Red Bull,nan,Germany
1335,  Save des Jahres: Perez fängt den Racing Point auf nasser Piste noch ab  ,0.56875,Positive,Perez,Racing Point,nan,Germany
1336,"  Stratege saß verletzt in England: Erster Haas-WM-Punkt 2020 ""ferngesteuert""  ",-0.018181818181818188,Negative,Haas,nan,nan,Germany
1337,"  Toto Wolff: ""Weiß nicht, was ich mit diesem Wochenende anstellen soll""  ",0.6583333333333332,Positive,nan,nan,nan,Germany
1338,  Williams gratuliert Racing Point: Haben einfach super kopiert  ,0.5272727272727272,Positive,Racing Point,Williams,nan,Germany
1339,"  McLaren: Haben in Ungarn schlechter ausgesehen, als wir sind  ",0.00555555555555556,Neutral,McLaren,nan,nan,Germany
1340,"  Verstappen über Crash vor dem Start: ""Ich dachte, das Rennen wäre vorbei ...""  ",0.11724137931034484,Neutral,Verstappen,nan,nan,Germany
1341,"  Nach ""Frühstart"": Valtteri Bottas fordert Änderung am Mercedes-Display  ",-0.21739130434782608,Negative,Bottas,Mercedes,nan,Germany
1342,"  Lewis Hamilton kritisiert Formel 1: ""Wo ist Jean Todt in der Situation?""  ",0.35980392156862734,Positive,Hamilton,nan,nan,Germany
1343,"  Brawn ergreift Partei für Racing Point: ""Kopieren ist in der F1 Standard""  ",0.36666666666666664,Positive,Racing Point,nan,nan,Germany
1344,"  F1-Experte moniert: Haas-Strafen sind ""lächerlich"" und schaden dem Sport  ",-0.4035714285714286,Negative,Haas,nan,nan,Germany
1345,  Valtteri Bottas: War der späte Reifenwechsel ein Fehler?  ,0.46896551724137925,Positive,Bottas,nan,nan,Germany
1346,"  Bis Runde 12: Hamilton wusste nicht, dass Verstappen noch fährt!  ",0.4894736842105263,Positive,Hamilton,Verstappen,nan,Germany
1347,"  TV-Quoten Ungarn 2020: Weiterhin starke Werte für RTL, Sky und ORF  ",-0.02727272727272728,Negative,nan,nan,nan,Germany
1348,  Sergio Perez: Start hat mehr wehgetan als gestauchter Rückenwirbel  ,0.11333333333333334,Neutral,Perez,nan,nan,Germany
1349,  Lance Stroll: Hätten einen Mercedes schlagen können  ,0.9099999999999999,Positive,Stroll,Mercedes,nan,Germany
1350,  Frühstart von Valtteri Bottas: Darum gab es keine Strafe  ,-0.17727272727272728,Negative,Bottas,nan,nan,Germany
1351,  Vettels Befreiungsschlag: Was er besser gemacht hat als Leclerc  ,0.3671232876712328,Positive,Leclerc,Vettel,nan,Germany
1352,  McLaren: Gleiches Boxenstopp-Malheur wie bei Vettel  ,0.24444444444444446,Positive,Vettel,McLaren,nan,Germany
1353,  Wer letzte Nacht am besten geschlafen hat  ,0.48235294117647065,Positive,nan,nan,nan,Germany
1354,"  Christian Horner: ""Max hat sich redlich bemüht, einen Crash zu bauen""  ",0.33124999999999993,Positive,nan,nan,nan,Germany
1355,  Formel Langeweile: Ist das der beste Mercedes aller Zeiten?  ,0.2810126582278481,Positive,Mercedes,nan,nan,Germany
1356,"  Renault wieder auf P8: ""Da gehören wir auch hin""  ",0.42631578947368426,Positive,Renault,nan,nan,Germany
1357,  Nach FIA-Untersuchung: Alexander Albon behält Rang fünf  ,0.2152777777777778,Positive,Albon,nan,nan,Germany
1358,"  ""Unerlaubte Fahrhilfe"": Warum die Haas-Fahrer bestraft wurden  ",0.33793103448275863,Positive,Haas,nan,nan,Germany
1359,"  Hamilton pfeift auf Mercedes-Ansage: ""Ich gebe keinen Punkt auf!""  ",0.4307692307692307,Positive,Hamilton,Mercedes,nan,Germany
1360,"  Sebastian Vettel: Mit Platz sechs ""zurück zur Normalität""  ",0.16562500000000002,Positive,Vettel,nan,nan,Germany
1361,"  Lando Norris: ""Schlechtester Start meines Lebens"" verhindert Punkte  ",0.045454545454545456,Neutral,Norris,nan,nan,Germany
1362,  Formel 1 Ungarn 2020: Die animierte Rundentabelle  ,0.0,Neutral,nan,nan,nan,Germany
1363,  Valtteri Bottas: Deshalb war es kein Frühstart!  ,-0.10000000000000002,Negative,Bottas,nan,nan,Germany
1364,"  ""So gut wie noch nie"": Lewis Hamilton gewinnt GP Ungarn 2020  ",0.29999999999999993,Positive,Hamilton,nan,nan,Germany
1365,  Nichts verpassen: So verfolgst Du das Formel-1-Rennen in Ungarn LIVE!  ,0.35769230769230764,Positive,nan,nan,nan,Germany
1366,  Wetter-Update: Regenchance für Ungarn-Grand-Prix bestätigt!  ,0.75,Positive,nan,nan,nan,Germany
1367,  McLaren: Hungaroring-Qualifying realistischeres Bild  ,0.7882352941176469,Positive,McLaren,nan,nan,Germany
1368,"  Stroll-Manöver: Ricciardo nach FIA-Besprechung ""frustriert""  ",-0.09999999999999998,Negative,Ricciardo,Stroll,nan,Germany
1369,  Toto Wolff: Gleiche Strategie für beide Mercedes-Fahrer  ,0.14444444444444443,Neutral,Mercedes,nan,nan,Germany
1370,"  Mercedes überrascht: ""Red Bull war in Ungarn immer eine Bank""  ",0.2393939393939394,Positive,Red Bull,Mercedes,nan,Germany
1371,  Trotz Nachteil gegenüber Russell: Nicholas Latifi erstmals in Q2  ,0.67,Positive,Russell,Latifi,nan,Germany
1372,  Enttäuschung bei Haas: Verkehr kostet Einzug in Q2  ,0.02307692307692308,Neutral,Haas,nan,nan,Germany
1373,"  Perez im Quali geschlagen: ""Genau was Lance gebraucht hat""  ",0.5412698412698412,Positive,Perez,nan,nan,Germany
1374,  Nach 90. Pole: Hamilton kann in Ungarn Schumacher-Rekord einstellen  ,0.38387096774193535,Positive,Hamilton,nan,nan,Germany
1375,  Teamorder wahrscheinlich: Racing Point will sichere Punkte  ,0.4090909090909091,Positive,Racing Point,nan,nan,Germany
1376,  Kritik am Red-Bull-Team: Albon erklärt Funkspruch in Q2  ,0.2859999999999999,Positive,Albon,nan,nan,Germany
1377,"  Toto Wolff: Racing Point zeigt, wie die Formel 1 der Zukunft aussehen könnte  ",0.48749999999999993,Positive,Racing Point,nan,nan,Germany
1378,  Nach Problemen im Qualifying: Neuer Honda-Motor für Pierre Gasly  ,-0.011764705882352951,Negative,Gasly,nan,nan,Germany
1379,"  George Russell kritisiert Red Bull: Albon hat ""ausgesehen wie ein Idiot""  ",0.20434782608695648,Positive,Russell,Albon,Red Bull,Germany
1380,"  Bottas trotz P2 etwas frustriert: ""Dachte ich hätte eine Chance""  ",0.431578947368421,Positive,Bottas,nan,nan,Germany
1381,"  Podium ""ohne Zweifel"" möglich: Perez nicht fit, aber optimistisch  ",0.31764705882352945,Positive,Perez,nan,nan,Germany
1382,"  Red Bull rätselt über Formabfall: ""Irgendwo ist ein ganz grober Hund!""  ",0.02352941176470588,Neutral,Red Bull,nan,nan,Germany
1383,"  Sebastian Vettel: Top 10 ""aus eigener Kraft"" ist ""positiv"" für Ferrari  ",0.38285714285714284,Positive,Vettel,Ferrari,nan,Germany
1384,"  F1-Qualifying Ungarn 2020: Jetzt wackelt sogar ""Schumis"" ewiger Rekord!  ",0.23437499999999994,Positive,nan,nan,nan,Germany
1385,  F1 Ungarn 2020: Verstappen und Red Bull stecken in Problemen  ,-0.12222222222222218,Negative,Verstappen,Red Bull,nan,Germany
1386,  Mercedes: Warum sollten wir uns von Bottas trennen?  ,0.30000000000000004,Positive,Bottas,Mercedes,nan,Germany
1387,  Für Set-up-Änderungen: Red Bull bricht Sperrstunde in Ungarn  ,0.34285714285714286,Positive,Red Bull,nan,nan,Germany
1388,  Causa Racing Point: FIA rechnet mit weiteren Protesten von Renault  ,0.4142857142857143,Positive,Racing Point,Renault,nan,Germany
1389,  Wo Red Bull die halbe Sekunde auf Mercedes verliert  ,0.3069444444444443,Positive,Red Bull,Mercedes,nan,Germany
1390,  So konkret sind die Vorwürfe von Renault gegen Racing Point  ,0.4109090909090908,Positive,Racing Point,Renault,nan,Germany
1391,  Racing-Point-Protest: FIA hat Bremsschächte im Winter nicht gecheckt  ,0.36000000000000004,Positive,nan,nan,nan,Germany
1392,"  ""Schock"" & ""Desaster"": McLaren-Piloten am Freitag hinter den Erwartungen  ",0.32499999999999984,Positive,McLaren,nan,nan,Germany
1393,"  ""Besser als erwartet"": Ferrari auch ohne Updates in besserer Form?  ",0.4571428571428572,Positive,Ferrari,nan,nan,Germany
1394,  Nach Bomben-FT1: Lewis Hamilton hofft auf Trockenrennen in Ungarn  ,0.26086956521739135,Positive,Hamilton,nan,nan,Germany
1395,"  ""Nicht so gut"": Red-Bull-Fahrer hadern mit Balance und Regen  ",0.5142857142857142,Positive,nan,nan,nan,Germany
1396,"  Racing-Point-Protest: McLaren-Teamchef Seidl warnt vor ""Kopier-WM""  ",0.2210526315789474,Positive,McLaren,nan,nan,Germany
1397,"  F1 Ungarn 2020: Vettel ""Schnellster"" im Regen, Hamilton verzichtet  ",0.3235294117647059,Positive,Hamilton,Vettel,nan,Germany
1398,"  Concorde: McLaren möchte ""in unmittelbarer Zukunft"" unterschreiben  ",0.5416666666666666,Positive,McLaren,nan,nan,Germany
1399,  F1 Ungarn 2020: Mercedes dominiert erstes Training nach Belieben  ,0.30909090909090914,Positive,Mercedes,nan,nan,Germany
1400,  Sainz über Ferrari-Wechsel: Bereut er seine Entscheidung?  ,0.1945945945945946,Positive,Sainz,Ferrari,nan,Germany
1401,"  Jackie Stewart über Diversität: ""Problem nicht so groß, wie es scheint""  ",0.5222222222222223,Positive,nan,nan,nan,Germany
1402,  Renault: Kühler-Probleme in Budapest endlich im Griff?  ,0.35769230769230764,Positive,Renault,nan,nan,Germany
1403,"  Verstappens ""wunderschöne Story"" macht Hoffnung für Hungaroring  ",0.35,Positive,Verstappen,nan,nan,Germany
1404,"  AlphaTauri erkennt ""keinen fundamentalen Fehler"" im Auto  ",0.039999999999999994,Neutral,AlphaTauri,nan,nan,Germany
1405,  Ricciardo: Stroll-Manöver ein Fall für die Fahrerbesprechung  ,-0.03529411764705883,Negative,Ricciardo,Stroll,nan,Germany
1406,  Albon unter Druck: Es war ja nur ein schlechter Stint ...  ,0.22666666666666668,Positive,Albon,nan,nan,Germany
1407,  Ferrari-Kollision: Keine dicke Luft mehr bei Vettel & Leclerc  ,0.325,Positive,Leclerc,Vettel,Ferrari,Germany
1408,  Kimi Räikkönen: Ihr stellt doch immer die gleichen Fragen!  ,0.315625,Positive,nan,nan,nan,Germany
1409,"  ""War ein gebrochenes Herz"": Lando Norris lacht Verletzungssorgen weg  ",-0.05000000000000001,Negative,Norris,nan,nan,Germany
1410,  Paddock-Club in der Formel 1: Dank Zoom-Meetings jetzt virtuell  ,0.8125,Positive,nan,nan,nan,Germany
1411,"  Reifen ""weicher"": Was Hamilton mit seinem Funkspruch gemeint hat  ",0.6272727272727273,Positive,Hamilton,nan,nan,Germany
1412,"  Spielberg: Schaden am Auto hat Bottas ""ein bis zwei Zehntel"" gekostet  ",-0.17368421052631577,Negative,Bottas,nan,nan,Germany
1413,  Zwischen Hotel und Strecke gefangen: Ungarn-Isolation deutlich härter  ,0.15500000000000003,Positive,nan,nan,nan,Germany
1414,  Erneuter Trainingseinsatz in Ungarn: Kubica übernimmt Räikkönens Alfa  ,0.7714285714285712,Positive,nan,nan,nan,Germany
1415,"  Horner nimmt Albon in Schutz: ""Müssen Geduld mit ihm haben""  ",0.2838709677419355,Positive,Albon,nan,nan,Germany
1416,  Valtteri Bottas: Niederlage gegen Hamilton kein Nackenschlag für die WM  ,0.3777777777777778,Positive,Hamilton,Bottas,nan,Germany
1417,"  Eddie Irvine: ""Hätte versucht, Vettel noch dieses Jahr loszuwerden""  ",0.0,Neutral,Vettel,nan,nan,Germany
1418,"  Gerhard Berger: Red Bull fehlen ""drei Zehntel"" auf Mercedes  ",0.28200000000000003,Positive,Red Bull,Mercedes,nan,Germany
1419,  Kimi Räikkönen: Was er zu Ferraris Demontage von Vettel sagt  ,-0.020000000000000004,Negative,Vettel,Ferrari,nan,Germany
1420,  Seidl warnt McLaren-Fahrer: Legt euch nicht mit mir an!  ,0.49375,Positive,McLaren,nan,nan,Germany
1421,  Carlos Sainz: Zähle Racing Point nicht mehr zum Mittelfeld  ,0.44615384615384623,Positive,Sainz,Racing Point,nan,Germany
1422,"  Claire Williams: George Russell ""in die Rolle des Leaders hineingewachsen""  ",0.3333333333333333,Positive,Russell,Williams,nan,Germany
1423,  Hamilton: Werde ständig an Michael Schumachers Größe erinnert  ,0.5357142857142857,Positive,Hamilton,nan,nan,Germany
1424,  Daniel Ricciardo: Wollte mich nicht gleich mit dem Teamkollegen anlegen  ,0.40363636363636357,Positive,Ricciardo,nan,nan,Germany
1425,  F1-Kalender: Was die Fahrer von den vielen Triple-Headern halten  ,0.5551724137931033,Positive,nan,nan,nan,Germany
1426,  Warum Toto Wolff kein Gesichtsvisier mehr tragen darf  ,0.5384615384615384,Positive,nan,nan,nan,Germany
1427,"  ""Wochenende zum Vergessen"": Sollte Ferrari 2020 schon abschreiben?  ",-0.10416666666666663,Negative,Ferrari,nan,nan,Germany
1428,  Mercedes: Red Bull wird in Ungarn ein noch härterer Gegner  ,0.35348837209302325,Positive,Red Bull,Mercedes,nan,Germany
1429,  Hamilton: Abgesagtes Abschlusstraining war ein Vorteil für mich  ,0.2910714285714286,Positive,Hamilton,nan,nan,Germany
1430,  Pokale auf Roboter-Boxen: Lewis Hamilton findet's übertrieben  ,0.4450000000000001,Positive,Hamilton,nan,nan,Germany
1431,  Renault enthüllt: Eine Schweißnaht ist das große Problem  ,0.26363636363636367,Positive,Renault,nan,nan,Germany
1432,  TV-Quoten Spielberg 2020: ORF freut sich über prognostizierte Bestmarke  ,-0.030769230769230764,Negative,nan,nan,nan,Germany
1433,  Max Verstappen: Lewis Hamilton hat doch nur mit uns gespielt  ,0.021428571428571432,Neutral,Hamilton,Verstappen,nan,Germany
1434,"  Daniel Ricciardo kritisiert ""Kamikaze""-Manöver von Lance Stroll  ",-0.2846153846153846,Negative,Ricciardo,Stroll,nan,Germany
1435,  F1-Teams rätseln: Hat Racing Point getrickst - und wenn ja wie?  ,0.45490196078431366,Positive,Racing Point,nan,nan,Germany
1436,"  Kimi Räikkönen: Zu wenig Benzin, WM-Punkt verpasst  ",0.4,Positive,nan,nan,nan,Germany
1437,  Wer letzte Nacht am besten geschlafen hat  ,0.40270270270270275,Positive,nan,nan,nan,Germany
1438,"  ""Im Prinzip zu langsam"": Kritik an Alexander Albon nimmt zu  ",0.4208333333333332,Positive,Albon,nan,nan,Germany
1439,"  Max Verstappen verteidigt sich: ""Reifen waren am Ende""  ",0.09818181818181816,Neutral,Verstappen,nan,nan,Germany
1440,  Warum der Renault-Protest nicht sofort verhandelt wird  ,0.46451612903225803,Positive,Renault,nan,nan,Germany
1441,  George Russell: Mit dem Williams kann man nicht richtig racen  ,0.3545454545454545,Positive,Russell,Williams,nan,Germany
1442,  Warum der Ferrari-Crash zwischen Vettel und Leclerc nicht untersucht wurde  ,-0.19999999999999998,Negative,Leclerc,Vettel,Ferrari,Germany
1443,  Keine Zitterpartie: Mercedes kann Getriebeprobleme lösen  ,0.32647058823529407,Positive,Mercedes,nan,nan,Germany
1444,"  Toto Wolff: Ferrari nach Spielberg-Double ""schwer geprügelt""  ",0.30000000000000004,Positive,Ferrari,nan,nan,Germany
1445,  P5 als Lohn: Warum McLaren per Stallorder Plätze getauscht hat  ,0.5479166666666665,Positive,McLaren,nan,nan,Germany
1446,"  Ferrari-Teamchef nach Doppelausfall: ""Klar, wo die Verantwortung liegt""  ",-0.20909090909090908,Negative,Ferrari,nan,nan,Germany
1447,"  F1 Spielberg 2020: Hamilton gewinnt, Fotofinish beim Steiermark-GP!  ",0.21964285714285708,Positive,Hamilton,nan,nan,Germany
1448,"  Leclerc nimmt Schuld für Ferrari-Crash auf sich: ""War ein Arschloch!""  ",0.02692307692307692,Neutral,Leclerc,Ferrari,nan,Germany
1449,  Haas mit Regelverstoß: Warum Grosjean nicht disqualifiziert wird  ,-0.041176470588235294,Negative,Grosjean,Haas,nan,Germany
1450,  TV-Übertragung F1 Spielberg 2020: Übersicht Zeitplan & Livestreams  ,0.2761904761904762,Positive,nan,nan,nan,Germany
1451,  Formel-1-Wetter Spielberg: Die aktuelle Prognose für das Rennen  ,0.5,Positive,nan,nan,nan,Germany
1452,  Toto Wolff: DAS hat bei Hamilton-Pole keine Rolle gespielt  ,0.5512195121951218,Positive,Hamilton,nan,nan,Germany
1453,"  ""Großartiges Qualifying"": Esteban Ocon meldet sich mit P5 zurück  ",0.5095238095238095,Positive,Ocon,nan,nan,Germany
1454,"  Carlos Sainz' bestes F1-Qualifying: ""Das macht mich stolz!""  ",0.7833333333333333,Positive,Sainz,nan,nan,Germany
1455,  Spielberg 1 vs. Spielberg 2: Warum kein Fahrer auf dem gleichen Platz steht  ,0.44838709677419347,Positive,nan,nan,nan,Germany
1456,  Alexander Albon: Vettel-Gerüchte verunsichern mich nicht  ,0.18863636363636366,Positive,Albon,Vettel,nan,Germany
1457,  Toto Wolff gratuliert FIA-Rennleiter Michael Masi: Alles richtig gemacht!  ,0.47857142857142854,Positive,nan,nan,nan,Germany
1458,  Trotz roter Flagge: Keine Strafe gegen Kimi Räikkönen  ,-0.04615384615384614,Negative,nan,nan,nan,Germany
1459,  Max Verstappen: Dreher wegen langsamem Sebastian Vettel  ,0.3357142857142857,Positive,Verstappen,Vettel,nan,Germany
1460,  Startplatzstrafe: Ferrari-Ergebnis nochmal schlechter ausgefallen!  ,-0.037209302325581395,Negative,Ferrari,nan,nan,Germany
1461,"  Racing Point enttäuscht im Regen, aber warum?  ",0.10799999999999998,Neutral,Racing Point,nan,nan,Germany
1462,  Lewis Hamilton gibt Entwarnung: Probleme von Freitag behoben  ,0.4666666666666667,Positive,Hamilton,nan,nan,Germany
1463,  Bottas hadert: Reifentemperatur & Bremse verhindern Pole-Chance  ,0.30833333333333335,Positive,Bottas,nan,nan,Germany
1464,"  George Russell in ungeahnten Sphären: ""Punkte sind das Ziel!""  ",0.5249999999999999,Positive,Russell,nan,nan,Germany
1465,"  F1 Spielberg 2020: Hamilton brilliert, nächste Pleite für Ferrari  ",0.46666666666666656,Positive,Hamilton,Ferrari,nan,Germany
1466,  Nach Unfall: Kein Motorwechsel bei Daniel Ricciardo notwendig  ,-0.2375,Negative,Ricciardo,nan,nan,Germany
1467,"  Auch ohne aktuellen COVID-19-Fall: F1 ""darf nicht selbstgefällig werden""  ",-0.1411764705882353,Negative,nan,nan,nan,Germany
1468,  Ungarische Regierung droht F1-Mitarbeitern mit 15.000 Euro Geldstrafe  ,-0.26428571428571423,Negative,nan,nan,nan,Germany
1469,"  Ferrari: Vettel & Leclerc wussten, ""dass sie etwas falsch gemacht haben""  ",0.3377777777777777,Positive,Leclerc,Vettel,Ferrari,Germany
1470,  F1 Spielberg 2020: Abschlusstraining wegen Regens abgesagt  ,2.2204460492503132e-17,Neutral,nan,nan,nan,Germany
1471,  Robert Kubica: Dem Alfa Romeo fehlt eine Menge Performance  ,0.28823529411764703,Positive,Alfa Romeo,nan,nan,Germany
1472,  Max Verstappen: Honda hat auf Mercedes Boden verloren  ,0.2833333333333334,Positive,Verstappen,Mercedes,nan,Germany
1473,"  Hamilton nur auf Platz sechs: Mercedes ""tappt ein bisschen im Dunkeln""  ",0.2327868852459016,Positive,Hamilton,Mercedes,nan,Germany
1474,"  Trotz P16 am Freitag: Vettel fühlte sich im Ferrari ""schon viel besser""  ",-0.023333333333333303,Negative,Vettel,Ferrari,nan,Germany
1475,  Nach Crash: Daniel Ricciardo für Spielberg-Samstag einsatzbereit  ,0.6421052631578947,Positive,Ricciardo,nan,nan,Germany
1476,"  Red Bull an der Spitze: Verstappen freut sich über ""besseres Gefühl"" im RB16  ",0.256,Positive,Verstappen,Red Bull,nan,Germany
1477,"  ""Keine schlechte Startposition"": Racing Point in virtueller zweiter Startreihe  ",0.6,Positive,Racing Point,nan,nan,Germany
1478,  McLaren: Racing-Point-Rundenzeit für uns nicht machbar  ,0.38235294117647056,Positive,McLaren,nan,nan,Germany
1479,  Andreas Seidl: Mehr als P5 ist für McLaren nicht drin  ,0.5879999999999999,Positive,McLaren,nan,nan,Germany
1480,  F1-Training Spielberg 2020: Probleme bei Hamilton und Vettel  ,0.17804878048780487,Positive,Hamilton,Vettel,nan,Germany
1481,  Steiermark-GP: Erste interaktive F1-Tribüne in Spielberg  ,0.6,Positive,nan,nan,nan,Germany
1482,  Offiziell: Formel 1 bestätigt Rennen in Mugello und Sotschi  ,0.6594594594594593,Positive,nan,nan,nan,Germany
1483,  F1 Spielberg 2020: Trainingsbestzeit für Perez und Racing Point  ,-0.1863636363636364,Negative,Perez,Racing Point,nan,Germany
1484,"  Sebastian Vettel: ""Werde Charles sicher nicht einfach vorbeiwinken""  ",0.125,Neutral,Vettel,nan,nan,Germany
1485,  Max Verstappen: Mercedes hat größere Schritte gemacht als wir  ,0.5714285714285714,Positive,Verstappen,Mercedes,nan,Germany
1486,  Haas: Bremsproblem-Lösung kostet Aero-Performance  ,0.2628571428571429,Positive,Haas,nan,nan,Germany
1487,"  ""Eine fantastische Leistung"": Mercedes verbucht DAS-Premiere als Erfolg  ",0.5785714285714286,Positive,Mercedes,nan,nan,Germany
1488,"  Sebastian Vettel über Balanceprobleme: ""Haben was gefunden""   ",0.46153846153846156,Positive,Vettel,nan,nan,Germany
1489,"  Albon nach Hamilton-Kollision: ""Würde alles nochmal genauso machen""  ",0.2578947368421053,Positive,Hamilton,Albon,nan,Germany
1490,  Daniel Ricciardo: Würde Alonso meinen Renault nicht für FT1-Tests geben  ,0.4733333333333334,Positive,Ricciardo,Renault,nan,Germany
1491,  Kimi Räikkönen: Formel 1 mit 40 Jahren nicht mehr so wie mit 25  ,0.621875,Positive,nan,nan,nan,Germany
1492,"  Lando Norris jetzt ""viel selbstbewusster"" als 2019  ",0.38799999999999996,Positive,Norris,nan,nan,Germany
