Index,Title,Sentiment,Class,Entity1,Entity2,Entity3 
403,  Verstappen bovenaan in afsluitende training GP van Bahrein  ,0.2030416666666667,Positive,Verstappen,,
404,  Volledige uitslag derde training F1 Grand Prix van Bahrein  ,0.0,Neutral,,,
405,"  Renault steunt Red Bull nog niet: ""Te laat voor snelle bevriezing""  ",0.2152777777777778,Positive,Red Bull,Renault,
406,  Lees terug - Liveblog VT3 van de Grand Prix van Bahrein  ,0.22419354838709682,Positive,,,
407,  Ferrari wil verlenging van 'zachte landing' budgetplafond  ,0.03466666666666667,Neutral,Ferrari,,
408,  Pirelli ziet 'geen reden' om niet verder te gaan met 2021-banden  ,0.16987179487179488,Positive,,,
409,"  Formule 1 Grand Prix van Bahrein – Starttijd, welke zender en meer  ",0.19063008130081308,Positive,,,
410,  Verstappen over crash van teamgenoot Albon: “Het hoort erbij”  ,0.13302083333333334,Neutral,Verstappen,Albon,
411,"  Horner blij met steun Ferrari: ""Maar F1 moet het wel goed regelen""  ",0.15306818181818183,Positive,Ferrari,,
412,  Hamilton uit kritiek op banden van Pirelli voor 2021  ,0.20666666666666672,Positive,Hamilton,,
413,"  Zware crash voor Albon in Bahrein: ""Verrast door gebrek aan grip""  ",0.0806140350877193,Neutral,Albon,,
414,"  Verstappen: ""Positieve vrijdag, maar bandendegradatie erg hoog""  ",0.11477477477477474,Neutral,Verstappen,,
415,  VIDEO: Albon crasht hard tijdens tweede training in Bahrein  ,0.13722222222222222,Neutral,Albon,,
416,  Volledige uitslag tweede training F1 Grand Prix van Bahrein  ,0.0,Neutral,,,
417,"  Hamilton voor Verstappen in tweede training, zware crash Albon  ",0.1429273504273504,Neutral,Hamilton,Verstappen,Albon
418,  Lees terug - Liveblog VT2 van de Grand Prix van Bahrein  ,0.24254901960784322,Positive,,,
419,  Ferrari is overstag en steunt motorische plannen Red Bull alsnog  ,0.1348076923076923,Neutral,Red Bull,Ferrari,
420,  Volledige uitslag eerste training F1 Grand Prix van Bahrein  ,0.0,Neutral,,,
421,  Hamilton trapt F1-weekend in Bahrein af met snelste tijd  ,0.14388211382113822,Neutral,Hamilton,,
422,"  Ricciardo sprak met Porsche over Le Mans, Red Bull weigerde  ",0.24666666666666667,Positive,Ricciardo,Red Bull,
423,  Lees terug - Liveblog VT1 van de Grand Prix van Bahrein  ,0.28185185185185185,Positive,,,
424,  F1-coureurs testen vrijdag weer met nieuwe Pirelli-banden  ,0.15575000000000003,Positive,,,
425,  Lees terug: Liveblog van vrijdag 27 november 2020  ,0.1368055555555556,Neutral,,,
426,  Grosjean: Haas 'kon mij minder goed managen' dan andere teams  ,0.18704248366013068,Positive,Grosjean,Haas,
427,  Exclusieve voorpublicatie Jack Plooij – In de pits gebeurt altijd iets  ,0.15856807511737087,Positive,,,
428,"  Hamilton over contact met Ferrari: ""Niet dicht bij deal geweest""  ",0.16386666666666666,Positive,Hamilton,Ferrari,
429,"  Kwalificatie F1 Grand Prix van Bahrein – Starttijd, welke zender en meer  ",0.19519379844961238,Positive,,,
430,  Max Verstappen na LMP3-test Jos: “Hij is nog steeds snel”  ,0.19346153846153846,Positive,Verstappen,,
431,"  Derde stek nog mogelijk voor Ferrari? ""Wordt een lastig verhaal""  ",0.1865447154471545,Positive,Ferrari,,
432,"  Verstappen hoopvol over nieuwe Red Bull-onderdelen: ""Voelt positief""  ",0.19083806818181817,Positive,Verstappen,Red Bull,
433,"  Perez helder: ""Of Red Bull-zitje of een jaar helemaal niet racen""  ",0.20028735632183908,Positive,Perez,Red Bull,
434,  Wolff: Hamilton vertelde in vliegtuig dat hij langer in F1 blijft  ,0.1712962962962963,Positive,Hamilton,,
435,  Positieve coronatest bij Red Bull: Sportief directeur mist GP Bahrein  ,0.09777777777777781,Neutral,Red Bull,,
436,"  Plooij komt met nieuw F1-boek: ""Zoveel te vertellen in coronatijd""  ",0.2174183006535948,Positive,,,
437,  Weerbericht F1 Grand Prix van Bahrein: Regen in de woestijn?  ,0.18433333333333338,Positive,,,
438,  VIDEO: Verstappen over zijn ideale vakantie en de eerste rijles  ,0.3225,Positive,Verstappen,,
439,  AlphaTauri gaat ‘hard vechten’ in strijd om P6 bij constructeurs  ,0.047266666666666686,Neutral,AlphaTauri,,
440,  Ferrari-teambaas Binotto laat ook verstek gaan bij GP van Bahrein  ,0.22596153846153844,Positive,Ferrari,,
441,  VIDEO: Maskeerde verkeerde vleugelafstelling progressie Red Bull?  ,0.5,Positive,Red Bull,,
442,  Preview: Vijf dingen om naar uit te kijken in GP van Bahrein  ,0.16649509803921567,Positive,,,
443,  F1-teamleden gaan op afstand werken 'ongelooflijk lastig' vinden  ,0.18067567567567563,Positive,,,
444,  Ferrari hoopvol gestemd voor 2021 na recente opleving  ,0.12092592592592591,Neutral,Ferrari,,
445,  Hamilton: Mercedes heeft zwakke plek lange wielbasis verholpen  ,0.07174074074074074,Neutral,Hamilton,Mercedes,
446,  Formule 1 tijdschema: Hoe laat begint de avondrace in Bahrein?  ,0.26355072463768114,Positive,,,
447,  Dominante tijden vergeleken: Hamilton vs Schumacher in statistieken  ,0.19392344497607664,Positive,Hamilton,,
448,"  Analyse: F1 wil coronaschade wegpoetsen, maar kalender te ambitieus?  ",0.16707031250000004,Positive,,,
449,  Engineer Bonnington over het werken met Hamilton  ,0.36619047619047623,Positive,Hamilton,,
450,"  Plooij looft Hamilton: ""Verklaarden hem jaren geleden nog voor gek""  ",0.2209558823529412,Positive,Hamilton,,
451,  FIA ziet geen veiligheidsproblemen na loszittende gordels Kvyat  ,0.09672222222222221,Neutral,Kvyat,,
452,  Wolff: Geen moeite met 'polariserende uitlatingen' Hamilton  ,0.19580000000000003,Positive,Hamilton,,
453,"  Verstappen: ""Nachtraces vormen mooie seizoensafsluiter""  ",0.15384057971014495,Positive,Verstappen,,
454,  Hamilton blij met Mercedes-rol: 'Bij McLaren luisterden ze niet'  ,0.16728174603174603,Positive,Hamilton,Mercedes,McLaren
455,  Foto's: de verkeerd afgestelde voorvleugel van Verstappen  ,0.03294871794871795,Neutral,Verstappen,,
456,"  McLaren: ""Zelfs Ferrari kan nog derde worden bij constructeurs""  ",0.21285714285714283,Positive,McLaren,Ferrari,
457,"  Vettel minder betrokken bij Ferrari: ""Liefdesrelatie is voorbij""  ",0.11829457364341084,Neutral,Vettel,Ferrari,
458,  Lees terug: Liveblog van vrijdag 20 november 2020  ,0.22210573476702508,Positive,,,
459,"  Norris kampte met mentale problemen: ""Last van angst en zenuwen""  ",0.09623655913978493,Neutral,Norris,,
460,  Vettel: Leclerc moet niet boos zijn na mislopen irrelevant podium  ,-0.059623655913978515,Negative,Leclerc,Vettel,
461,  Lees terug: Liveblog van donderdag 19 november 2020  ,0.2436428571428572,Positive,,,
462,  Lowe: Succes Hamilton niet alleen te danken aan dominant Mercedes  ,0.28196581196581194,Positive,Hamilton,Mercedes,
463,"  Massa: ""Hamilton verdient nieuw megacontract bij Mercedes""  ",0.22326190476190477,Positive,Hamilton,Mercedes,
464,  VIDEO: Hamilton superieur of succes te danken aan dominant Mercedes?  ,0.5166666666666667,Positive,Hamilton,Mercedes,
465,  Seidl: Sainz laat dit jaar zien waarom Ferrari hem wilde hebben  ,0.22555555555555554,Positive,Sainz,Ferrari,
466,  Ricciardo: Teams worden 'beroofd' door circuits met weinig grip  ,0.025268817204301085,Neutral,Ricciardo,,
467,  Tech: Aero-geheimen die door vieze F1-auto’s werden blootgelegd  ,0.045138888888888895,Neutral,,,
468,  Hamilton: 'Miskende helden' verdienen ridderschap meer dan ik  ,0.20150000000000004,Positive,Hamilton,,
469,  Ocon baalt van botsingen na ‘beste start van seizoen’ in Turkije  ,0.3073913043478261,Positive,Ocon,,
470,  Button: Alonso is betere teamspeler door ervaring in sportscars  ,0.3604761904761905,Positive,,,
471,  Leest terug: Het liveblog van 18 november 2020  ,0.15094202898550715,Positive,,,
472,  Brawn: Schumacher en Hamilton delen door God gegeven talent  ,0.2499479166666667,Positive,Hamilton,,
473,  Tech: Red Bull verplaatst wastegates naar onderkant uitlaat  ,0.1214166666666667,Neutral,Red Bull,,
474,  Perez: Geen teamorders bij Racing Point in Turkije  ,0.17884259259259264,Positive,Perez,Racing Point,
475,  Was de Turkse F1 Grand Prix top of flop?  ,0.1357142857142857,Neutral,,,
476,  F1 Tech: Waarom Racing Point geen roze Mercedes meer is  ,0.09453900709219862,Neutral,Mercedes,Racing Point,
477,  Binotto blij voor Vettel: “Podium is heel belangrijk voor hem”  ,0.17745791245791245,Positive,Vettel,,
478,  F1-directeur Brawn kritisch over optreden Verstappen en Leclerc  ,0.1475675675675676,Neutral,Verstappen,Leclerc,
479,  Lees terug: het liveblog van dinsdag 17 november  ,0.24879166666666674,Positive,,,
480,  Brundle: Red Bull en coureurs frustreerden elkaar in Turkije  ,0.07404761904761907,Neutral,Red Bull,,
481,  GPUpdate Podcast: Turkse GP minste F1-optreden Verstappen in 2020?  ,0.12970833333333337,Neutral,Verstappen,,
482,  Marko legt uit: “Voorvleugel Verstappen bij pitstop fout afgesteld”  ,0.06727272727272728,Neutral,Verstappen,,
483,"  Hülkenberg: ""Hoop nog steeds op F1-kans, maar heb geduld nodig""  ",0.1828658536585366,Positive,,,
484,  Verstappen: Turkije was niet mijn slechtste race van het jaar  ,0.0796105072463769,Neutral,Verstappen,,
485,  VIDEO: Ontroerde Hamilton houdt monoloog na behalen zevende titel  ,0.5166666666666667,Positive,Hamilton,,
486,  Griploze Turkse GP frustreert Russell: “Niet waar F1 om draait”  ,0.1417094017094017,Neutral,Russell,,
487,  Gasly: Snelheid AlphaTauri was ‘beschamend’ in Turkije  ,0.07756410256410258,Neutral,Gasly,AlphaTauri,
488,  Kapotte voorvleugel zat Stroll dwars tijdens GP Turkije  ,-0.07066666666666668,Negative,Stroll,,
489,  GPUpdate Podcast: Hamilton geeft 'masterclass' in Turkije  ,0.36309523809523814,Positive,Hamilton,,
490,  Pirelli-baas Isola tijdens Turkse GP positief op coronavirus  ,0.051614583333333325,Neutral,,,
491,  Analyse: Winnaars en verliezers F1 Grand Prix van Turkije  ,0.19464285714285712,Positive,,,
492,  Vettel: Incident met kraan in Turkije valt ‘niet te tolereren’  ,0.06515151515151515,Neutral,Vettel,,
493,"  Marko over optreden Albon: ""Gooide een zeker podium weg""  ",0.1278030303030303,Neutral,Albon,,
494,  Norris knokt zich terug naar P8 na ‘slechtste start aller tijden’  ,0.11799999999999997,Neutral,Norris,,
495,"  Internationale media over Hamilton, Verstappen en GP van Turkije  ",0.22783991228070177,Positive,Hamilton,Verstappen,
496,  Wolff verwacht pas na seizoen contractverlenging Hamilton  ,0.26666666666666666,Positive,Hamilton,,
497,"  Horner ziet Red Bull-jubileum in water vallen: ""Ongelooflijk lastig""  ",0.06351351351351352,Neutral,Red Bull,,
498,  Wolff: Hamilton behoort definitief tot beste F1-coureurs ooit  ,0.28587500000000005,Positive,Hamilton,,
499,  Hamilton nog niet klaar met F1: 'Blijf strijden voor gelijkheid'  ,0.2,Positive,Hamilton,,
500,  Verstappen ontloopt straf: Geen bewijs voor overschrijden witte lijn  ,0.06166666666666666,Neutral,Verstappen,,
501,  Perez geeft visitekaartje af met P2: Heb toekomst niet in handen  ,0.13004385964912282,Neutral,Perez,,
502,  Bottas met schaamrood op de kaken: “Een regelrechte ramp”  ,0.13074999999999998,Neutral,Bottas,,
503,"  Stroll gefrustreerd: ""Had geen tempo op koude banden""  ",0.08844086021505376,Neutral,Stroll,,
504,  Vettel pakt podium en ziet Hamilton 'geschiedenis schrijven'  ,0.20726666666666665,Positive,Hamilton,Vettel,
505,"  Verstappen likt zijn wonden: ""Drama, een race om snel te vergeten""  ",0.10156565656565655,Neutral,Verstappen,,
506,"  Hamilton evenaart Schumacher: ""Dit overtreft alles""  ",0.114,Neutral,Hamilton,,
507,  WK-stand na de Formule 1 Grand Prix van Turkije 2020  ,0.0,Neutral,,,
508,  Hamilton boekt briljante zege en stelt zevende wereldtitel veilig  ,0.060418679549114354,Neutral,Hamilton,,
509,  Volledige uitslag F1 Grand Prix van Turkije  ,0.0,Neutral,,,
510,  Update: Gasly naar achterste startplek verwezen door stewards  ,-0.047592592592592596,Negative,Gasly,,
511,  Lees terug: Liveblog van de Grand Prix Formule 1 van Turkije  ,0.061979166666666675,Neutral,,,
512,  FIA niet blij met kraanincident tijdens kwalificatie Turkse GP  ,0.1416666666666667,Neutral,,,
513,  F1 Tech: De drie aanpassingen aan de Red Bull RB16 voor Turkije  ,0.05961538461538462,Neutral,Red Bull,,
514,"  Verstappen bij Red Bull-jubileum: ""Anderen durfden het niet aan""  ",0.22283783783783787,Positive,Verstappen,Red Bull,
515,  Kwalificatieduels F1: Stand na kwalificatie Grand Prix van Turkije  ,0.25,Positive,,,
516,"  Horner: ""Dominant optreden Verstappen, missen pole teleurstellend""  ",0.1690333333333333,Positive,Verstappen,,
517,"  Verstappen licht onvrede toe: ""Hele weekend bovenaan en dan dit""  ",0.16898333333333335,Positive,Verstappen,,
518,"  Stroll mag eerste F1-pole houden, McLaren-duo wel bestraft  ",0.21710526315789475,Positive,Stroll,McLaren,
519,"  Vierde startplaats voor Albon: ""Op het randje van gevaarlijk""  ",0.2441176470588235,Positive,Albon,,
520,  Hamilton: Kwalificatie Turkije minst aangename sessie ooit  ,0.16550724637681158,Positive,Hamilton,,
521,  Polesitter Stroll naar stewards geroepen wegens negeren gele vlag  ,-0.005,Neutral,Stroll,,
522,"  Stroll na pole Turkije: ""Van dit moment gedroomd""  ",0.24817204301075269,Positive,Stroll,,
523,"  Verstappen baalt van mislopen pole: ""Geen grip op intermediates""  ",0.16279761904761902,Positive,Verstappen,,
524,  Volledige uitslag kwalificatie F1 Grand Prix van Turkije  ,0.0,Neutral,,,
525,  Stroll stunt met pole in knotsgekke kwalificatie GP van Turkije  ,0.09672794117647056,Neutral,Stroll,,
526,"  Andere rol Wolff riskant voor Mercedes? ""Kan juist beter worden""  ",0.27796296296296297,Positive,Mercedes,,
527,  Lees terug: Liveblog van de kwalificatie van de Turkse GP  ,0.2766666666666666,Positive,,,
528,  Volledige uitslag derde training F1 Grand Prix van Turkije  ,0.0,Neutral,,,
529,  Verstappen bovenaan in natte derde training GP van Turkije  ,0.021410256410256425,Neutral,Verstappen,,
530,  Wolff: Succes nieuwe circuits bewijs dat F1 verkeerde weg insloeg  ,0.14893333333333333,Neutral,,,
531,  Lees terug: Liveblog VT3 Grand Prix van Turkije  ,0.17866666666666667,Positive,,,
532,  Glibberig asfalt gaat inhalen ‘heel lastig’ maken in Turkije  ,0.19137681159420292,Positive,,,
533,  Organisatie Turkse Grand Prix zet huurauto's in tegen gladheid  ,0.21841666666666665,Positive,,,
534,"  Horner: ""Red Bull wil eind november duidelijkheid over motor 2022""  ",0.16198924731182798,Positive,Red Bull,,
535,"  Formule 1 Grand Prix van Turkije – Starttijd, welke zender en meer  ",0.1863636363636363,Positive,,,
536,  Foto's: De vrijdag van de Formule 1 Grand Prix van Turkije  ,0.0,Neutral,,,
537,  Bandenkeuze Pirelli ‘te conservatief’ voor nieuw asfalt Istanbul  ,0.11327777777777778,Neutral,,,
538,  F1 Tech: De laatste ontwikkelingen in Turkije  ,0.10123809523809524,Neutral,,,
539,  Hamilton: Trainingen ‘een ramp’ door ‘angstaanjagend’ glad asfalt  ,0.14825320512820517,Neutral,Hamilton,,
540,"  Verstappen start sterk: ""Goede dag, maar het is echt rijden op ijs""  ",0.15967741935483873,Positive,Verstappen,,
541,  Renault: Testprogramma Alonso waardevol door inkorten wintertest  ,0.07833333333333334,Neutral,Renault,,
542,  Volledige uitslag tweede training F1 Grand Prix van Turkije  ,0.0,Neutral,,,
543,  Verstappen ook snelste in tweede training GP van Turkije  ,0.1836781609195402,Positive,Verstappen,,
544,"  Albon: ""Prestaties niet waardeloos, circuits hebben niet geholpen""  ",0.08065476190476192,Neutral,Albon,,
545,  Liveblog: tweede vrije training Grand Prix van Turkije  ,0.226875,Positive,,,
546,  Pirelli geeft verklaring voor klapband Verstappen in Imola  ,0.0973731884057971,Neutral,Verstappen,,
547,  Volledige uitslag eerste training F1 Grand Prix van Turkije  ,0.0,Neutral,,,
548,  Lees terug: Het F1-liveblog van 13 november 2020  ,0.07830985915492958,Neutral,,,
549,  Verstappen opent als snelste op spekgladde baan in Turkije  ,0.09985185185185183,Neutral,Verstappen,,
550,  Gridstraf Russell na motorwissel voor Grand Prix van Turkije  ,0.12147435897435897,Neutral,Russell,,
551,  Lees terug: Liveblog van VT1 Grand Prix van Turkije  ,0.2536231884057971,Positive,,,
552,"  Ricciardo geniet weer: ""Laatste Red Bull-jaar was emotioneel zwaar""  ",0.1912837837837838,Positive,Ricciardo,Red Bull,
553,"  F1 Grand Prix van Turkije – Starttijd, welke zender en meer  ",0.23761261261261254,Positive,,,
554,  Grosjean wil ‘angst’ voor ovals opzij zetten voor IndyCar-avontuur  ,0.29293010752688164,Positive,Grosjean,,
555,"  “Ik heb in 2020 geleerd geduldig te zijn”, zegt Leclerc  ",0.19999999999999996,Positive,Leclerc,,
556,"  Verstappen: Nieuwe regels niet tegen Mercedes, maar nodig voor F1  ",0.1141975308641975,Neutral,Verstappen,Mercedes,
557,"  Hamilton: ""Nieuw F1-contract moet in het grotere plaatje passen""  ",0.2833333333333333,Positive,Hamilton,,
558,  Verstappen voelt zich vijfde wiel aan de wagen naast Mercedes-duo  ,0.2567424242424242,Positive,Verstappen,Mercedes,
559,"  Perez wil graag duidelijkheid van Red Bull: ""Sabbatical is mogelijk""  ",0.04055555555555555,Neutral,Perez,Red Bull,
560,  Weerbericht F1 GP van Turkije: Kans op buien op zaterdag  ,0.07627976190476189,Neutral,,,
561,  Ferrari-teambaas Binotto laat Grand Prix van Turkije schieten  ,0.19973333333333337,Positive,Ferrari,,
562,  Foto's: Albon en Gasly scheuren door hartje Istanbul  ,0.3925925925925927,Positive,Gasly,Albon,
563,  Vips reserve bij Red Bull en AlphaTauri door afwezigheid Buemi  ,0.24187499999999998,Positive,Red Bull,AlphaTauri,
564,  Lees terug: Liveblog van donderdag 11 november 2020  ,0.2717164179104478,Positive,,,
565,  Williams-teambaas test positief op corona en mist GP van Turkije  ,0.1925,Positive,Williams,,
566,"  Button: Alleen Verstappen, Leclerc en Ricciardo kunnen Hamilton aan  ",0.193974358974359,Positive,Hamilton,Verstappen,Ricciardo
567,"  Kvyat neemt Hülkenberg als voorbeeld: “Altijd blijven pushen""  ",0.24664285714285716,Positive,Kvyat,,
568,  Lees terug: Liveblog van woensdag 11 november 2020  ,0.08342896174863387,Neutral,,,
569,  Analyse: Waarom een salarisplafond in F1 geen groot verschil maakt  ,0.15576666666666672,Positive,,,
570,  Racing Point verlegt focus mogelijk naar snelheid in kwalificatie  ,0.15296296296296294,Positive,Racing Point,,
571,  Preview GP van Turkije: Hamilton heeft zevende voor het grijpen  ,0.1804878048780488,Positive,Hamilton,,
572,"  Massa over bocht 8 Istanbul Park: ""Wagens zullen er volgas gaan""  ",0.29270114942528735,Positive,,,
573,  Hoe kan Hamilton tijdens de Turkse GP wereldkampioen worden?  ,0.3617333333333334,Positive,Hamilton,,
574,  McLaren: “Geen nare verrassingen bij installatie Mercedes-motor”  ,0.05464646464646466,Neutral,Mercedes,McLaren,
575,  Ricciardo wil nog even ‘doordenderen’ na podium in Imola  ,0.2563461538461539,Positive,Ricciardo,,
576,"  Wolff: ""Red Bull kan voortzetting Honda-project tot succes maken""  ",0.25077380952380957,Positive,Red Bull,,
577,  Verstappen: “We moeten op een andere manier gaan werken”  ,0.15591954022988502,Positive,Verstappen,,
578,  Lees terug: Liveblog van maandag 9 november 2020  ,0.13250000000000003,Neutral,,,
579,"  Vasseur: ""Onafhankelijkheid zit in DNA van Alfa Romeo""  ",0.182280701754386,Positive,Alfa Romeo,,
580,  Formule 1 tijdschema: De vroege Grand Prix van Turkije  ,0.06372549019607844,Neutral,,,
581,  Verstappen: “Mercedes verslaan blijft ook in 2021 moeilijk”  ,0.184,Positive,Verstappen,Mercedes,
582,  Podcast: Twijfelt Hamilton echt aan zijn toekomst in F1?  ,0.19772569444444446,Positive,Hamilton,,
583,  Tsunoda: Red Bull stak stokje voor terugkeer in Euroformula Open  ,0.2549019607843137,Positive,Red Bull,,
584,"  Massa: Verstappen klaar voor wereldtitel, heeft betere auto nodig  ",0.2532870370370371,Positive,Verstappen,,
585,"  Wolff: Succes Mercedes kostte bloed, zweet en tranen  ",0.23700000000000002,Positive,Mercedes,,
586,  Ocon: Renault ‘verdient’ derde plek in constructeurskampioenschap  ,0.2698717948717949,Positive,Ocon,Renault,
587,"  Wolff is zonder twijfel beste teamleider in F1, zegt Hamilton  ",0.388235294117647,Positive,Hamilton,,
588,  Alleen medewerkers gezondheidszorg welkom bij F1-races in Bahrein  ,0.19298245614035087,Positive,,,
589,"  Meerdere besmettingen bij Williams, F1 meldt acht positieve tests  ",0.14565217391304347,Neutral,Williams,,
590,  Renault: Racing Point blijft favoriet voor derde plek  ,0.20476190476190478,Positive,Racing Point,Renault,
591,  Analyse: Verdient Gasly meer krediet binnen Red Bull na topjaar?  ,0.19693223443223457,Positive,Gasly,Red Bull,
592,  VIDEO: Heeft Albon nog enig krediet over bij Red Bull voor 2021?  ,0.0,Neutral,Albon,Red Bull,
593,"  Ferrari: ""Wordt moeilijk om nog te stijgen in kampioenschap""  ",0.10158564814814813,Neutral,Ferrari,,
594,  Hoe Kvyat naar de vierde plek oprukte in slotfase GP in Imola  ,0.11153153153153154,Neutral,Kvyat,,
595,  Wolff: Extra Mercedes-aandelen in Aston Martin staan los van F1  ,0.11188333333333335,Neutral,Mercedes,,
596,  Russell hoopvol over restant 2020 na 'doorbraak' bij Williams  ,0.21527131782945735,Positive,Russell,Williams,
597,  Lees terug: Liveblog van vrijdag 6 november 2020  ,0.20359523809523805,Positive,,,
598,  Carey: F1-vertrek van Honda is vooral een economisch besluit  ,0.11854700854700856,Neutral,,,
599,  Binotto over relatie met Wolff: “We haten elkaar niet”  ,0.12850877192982454,Neutral,,,
600,  Hamilton vindt constructeurstitel 'bijna mooier' dan rijderstitel  ,0.3234848484848485,Positive,Hamilton,,
601,  Sainz ziet niets in tweedaagse Formule 1-weekenden  ,0.20087719298245618,Positive,Sainz,,
602,  Lees terug: Liveblog van donderdag 5 november 2020  ,0.21586956521739134,Positive,,,
603,  Tsunoda na eerste F1-test: “Veel meer vermogen dan gedacht”  ,0.16872126436781612,Positive,,,
604,  Foto's: Alonso test met Renault R.S.18 in Bahrein  ,-0.016666666666666656,Negative,Renault,,
605,  Pirelli bezig met onderzoek naar klapband Verstappen  ,0.19294871794871798,Positive,Verstappen,,
606,"  Alonso: ""Ik had meerdere opties voor F1-terugkeer in 2021""  ",0.24350757575757576,Positive,,,
607,  Horner: “Met Albon werken om vertrouwen weer op te bouwen”  ,-0.010555555555555554,Negative,Albon,,
608,  Bottas wil opheldering na verloren GP door brokstukken  ,0.16816666666666666,Positive,Bottas,,
609,  GPUpdate Podcast: Kansen van Albon al definitief verkeken?  ,0.07446428571428575,Neutral,Albon,,
610,  Lees terug: Liveblog van woensdag 4 november  ,0.19238636363636363,Positive,,,
611,  Seidl looft Mercedes om visie: “Er was geen garantie op succes”  ,0.3416666666666667,Positive,Mercedes,,
612,  VIDEO: Hoe realistisch is het dat Hamilton na dit jaar stopt?  ,0.48333333333333334,Positive,Hamilton,,
613,  Piastri maakt kennis met Formule 1-auto: “Het was zenuwslopend”  ,0.12875,Neutral,,,
614,  Hakkinen bewondert bijzondere ‘focus’ van Hamilton en Schumacher  ,0.34197530864197534,Positive,Hamilton,,
615,  Tsunoda zet eerste stap naar AlphaTauri-zitje met test op Imola  ,0.21585858585858583,Positive,AlphaTauri,,
616,  Bottas maakt geen punt van aangepaste strategie Hamilton op Imola  ,0.04893939393939393,Neutral,Hamilton,Bottas,
617,  Lees terug: Liveblog van dinsdag 3 november  ,0.228256704980843,Positive,,,
618,"  Wolff: ""Litteken"" van crash op Imola maakt Russell betere coureur  ",0.06048611111111111,Neutral,Russell,,
619,  Gasly bereid ‘meer verantwoordelijkheid’ te nemen bij AlphaTauri  ,0.28604166666666664,Positive,Gasly,AlphaTauri,
620,  Steiner: Boosheid Abiteboul over weigeren test Alonso misplaatst  ,0.010784313725490186,Neutral,,,
621,  Brawn: Uitstellen pitstop Hamilton ‘juiste besluit’ van Mercedes  ,0.21185185185185187,Positive,Hamilton,Mercedes,
622,  Analyse: Winnaars en verliezers van Grand Prix Emilia-Romagna  ,0.10076576576576574,Neutral,,,
623,  McLaren ‘beperkt de schade’ met dubbele puntenfinish in Imola  ,0.20236111111111113,Positive,McLaren,,
624,"  Wolff: ""Hamilton en ik zijn nog niet klaar met de Formule 1”  ",0.24465277777777772,Positive,Hamilton,,
625,  Racing Point verdedigt dubieuze pitstop van Perez  ,0.1038709677419355,Neutral,Perez,Racing Point,
626,"  Magnussen: ""Versnellingsbakprobleem oorzaak hoofdpijn""  ",0.07537037037037038,Neutral,Magnussen,,
627,  Mercedes vol ongeloof over omvang schade aan wagen Bottas  ,0.2095652173913044,Positive,Bottas,Mercedes,
628,  Internationale media over Verstappen en Mercedes in F1 Imola  ,0.16339285714285715,Positive,Verstappen,Mercedes,
629,  AlphaTauri verklaart uitvalbeurt Gasly: “Radiateur was lek”  ,0.22684343434343435,Positive,Gasly,AlphaTauri,
630,  Teambaas Wolff heeft opvolger bij Mercedes F1 al in gedachten  ,0.3333333333333333,Positive,Mercedes,,
631,  Perez spreekt van ‘pijnlijke dag’ in Imola: “Podium weggegeven”  ,0.03704861111111112,Neutral,Perez,,
632,"  Alonso: ""Heb enkele F1-races nodig om weer op niveau te komen""  ",0.1848214285714286,Positive,,,
633,"  Albon weet weer niet te overtuigen: ""Dacht dat ik werd aangetikt""  ",0.03377192982456139,Neutral,Albon,,
634,"  Kvyat schittert met vierde plek Imola: ""Moest dapper zijn""  ",0.1984848484848485,Positive,Kvyat,,
635,"  Bottas over schade: ""Kon brokstuk Vettel niet meer ontwijken""  ",0.025925925925925932,Neutral,Bottas,Vettel,
636,"  Hamilton: ""Geen garantie dat ik volgend jaar nog in F1 actief ben""  ",0.17925925925925926,Positive,Hamilton,,
637,  Russell: Crash achter safety car was ‘extreem teleurstellend’  ,0.0717857142857143,Neutral,Russell,,
638,"  ""Nieuwe uitvalbeurt Verstappen enorm frustrerend"", aldus Horner  ",0.19626436781609194,Positive,Verstappen,,
639,  Ricciardo: Vierde plek leek maximaal haalbare in 'bizarre race'  ,0.1765138888888889,Positive,Ricciardo,,
640,  Hamilton bekroont 7de constructeurstitel Mercedes: 'Heel intens'  ,0.3057333333333333,Positive,Hamilton,Mercedes,
641,"  Verstappen teleurgesteld na DNF door klapband: ""Alweer balen""  ",0.20049107142857145,Positive,Verstappen,,
642,  Volledige uitslag F1 Grand Prix van Emilia-Romagna  ,0.0,Neutral,,,
643,"  Hamilton wint in Imola, Mercedes constructeurskampioen  ",0.009804964539007097,Neutral,Hamilton,Mercedes,
644,  VIDEO: Verstappen valt voor vierde keer uit in F1-seizoen 2020  ,-0.031862745098039214,Negative,Verstappen,,
645,  F1 hoopvol over restant van seizoen ondanks nieuwe lockdown  ,0.16310077519379848,Positive,,,
646,  Binotto wil ook 'sportieve wijzigingen' voor meer spektakel in F1  ,0.12424242424242424,Neutral,,,
647,  Wolff: Geen bevriezing motoren met tegenstand Renault en Ferrari  ,0.130125,Neutral,Ferrari,Renault,
648,  Lovende woorden Alonso ‘betekenen enorm veel’ voor Russell  ,0.2873737373737374,Positive,Russell,,
649,"  Verstappen: Lange runs goed, inhalen lastig vanaf 'rare' startplek  ",0.14965277777777777,Neutral,Verstappen,,
650,  Tost steunt salarisplafond: “Coureurs verdienen veel te veel”  ,0.27875,Positive,,,
