Index,Title,Sentiment,Class,Entity1,Entity2,Entity3
276,  Wolff: Mercedes must learn from qualifying struggles  ,0.019916512059369208,Neutral,Mercedes,,
277,  Why Stroll kept pole but Norris was penalised in Turkey  ,0.03371031746031747,Neutral,Norris,Stroll,
278,"  Leclerc labels Ferrari's wet weather performance a ""disaster""  ",0.04337606837606837,Neutral,Leclerc,,
279,"  2020 F1 Turkish Grand Prix qualifying results, full grid lineup  ",0.10360576923076922,Neutral,,,
280,"  Norris feels F1 doing ""F2 or F3 car"" laptimes in Turkey  ",0.11488095238095238,Neutral,Norris,,
281,  Norris penalised for ignoring yellow flags in Turkey  ,-0.07049319727891157,Negative,Norris,,
282,  Stroll keeps Turkish GP pole after investigation  ,-0.0700814536340852,Negative,Stroll,,
283,"  Verstappen ""so upset"" to miss out on Turkish GP pole  ",0.1154166666666667,Neutral,Verstappen,,
284,  Sainz handed grid penalty for impeding Perez  ,0.07360038610038612,Neutral,Perez,Sainz,
285,  Slow FP3 laps aided Alfa's qualifying effort - Raikkonen  ,0.02864583333333333,Neutral,Raikkonen,,
286,  F1 lucky not to have big crash in Turkey qualifying - Albon  ,0.13089080459770114,Neutral,Albon,,
287,  Stroll summoned over yellow flag infringement  ,-0.07390109890109889,Negative,Stroll,,
288,"  Hamilton: Turkey qualifying ""the least enjoyable"" of F1 career  ",0.01325187969924813,Neutral,Hamilton,,
289,"  Stroll ""shocked"" after grabbing Turkish GP pole  ",0.22369337979094076,Positive,Stroll,,
290,"  Magnussen slams ""dangerous"" Q1 improvements under yellow flags  ",0.015740740740740746,Neutral,Magnussen,,
291,  Turkish GP: Stroll takes maiden pole in crazy qualifying  ,0.03667800453514739,Neutral,Stroll,,
292,  Turkish GP qualifying as it happened  ,0.0,Neutral,,,
293,  Wolff: Mercedes not ‘cornered’ in contract talks with Hamilton  ,0.12434664101330768,Neutral,Hamilton,Mercedes,
294,  The three key front wing tweaks that Red Bull unleashed in Turkey  ,0.0965682573240713,Neutral,Red Bull,,
295,  Turkish GP: Verstappen tops rain-soaked FP3  ,0.08959644874899109,Neutral,Verstappen,,
296,  Pirelli increases minimum tyre pressures for Turkish F1 GP  ,0.1108160173160173,Neutral,,,
297,"  Turkish Grand Prix qualifying – Start time, how to watch, channel & more  ",0.06446280991735537,Neutral,,,
298,  What 2011 comparisons tell us about Turkey's no-grip surface  ,0.0627643531332056,Neutral,,,
299,  Why Mercedes thinks it’s only the third-best car in Turkey  ,0.061111111111111116,Neutral,Mercedes,,
300,  Pirelli learned about Istanbul resurfacing too late  ,0.033570900644071366,Neutral,,,
301,"  Hamilton critical of ""terrifying"" Turkey F1 track surface  ",0.07858266733266733,Neutral,Hamilton,,
302,  2020 F1 Turkish GP Friday practice results: Verstappen dominates  ,0.1698165869218501,Positive,Verstappen,,
303,  Turkish GP: Verstappen leads Leclerc in second practice  ,0.13018207282913163,Neutral,Verstappen,Leclerc,
304,  Turkish GP practice as it happened  ,0.0,Neutral,,,
305,"  Stroll refusing to dwell on recent ""rough patch"" of F1 form  ",0.07587695133149679,Neutral,Stroll,,
306,  Turkish GP: Verstappen tops FP1 as track surface causes havoc  ,0.045886613386613394,Neutral,Verstappen,,
307,  Russell set for back-of-grid start after engine penalty  ,0.10504058441558439,Neutral,Russell,,
308,  Leclerc: Ferrari's struggles have made me a better driver  ,0.17786960514233235,Positive,Leclerc,,
309,  Turkish GP: Latest F1 technical developments  ,0.11548654244306418,Neutral,,,
310,  Verstappen prefers 'head to fall off' from Turn 8 forces  ,0.08627450980392157,Neutral,Verstappen,,
311,  Ricciardo: Portimao lessons will help Renault in Turkey  ,0.0444394685773996,Neutral,Ricciardo,Renault,
312,  Perez: Sabbatical from Formula 1 an option for 2021  ,0.06597222222222222,Neutral,Perez,,
313,  Juri Vips named Red Bull's reserve driver for Turkish GP  ,-0.007196969696969704,Neutral,Red Bull,,
314,  Acting Williams F1 boss Roberts tests positive for COVID-19  ,0.0397979797979798,Neutral,Williams,,
315,  Bahrain to only allow healthcare workers for F1 double header  ,0.16744897959183674,Positive,,,
316,  Kvyat reveals inside story of spectacular Imola restart  ,0.21014163614163608,Positive,Kvyat,,
317,"  Battered Stroll ""needs a hug"", says Racing Point  ",0.01642526455026455,Neutral,Stroll,Racing Point,
318,  Carey: Honda’s F1 withdrawal an economic decision  ,0.10064133397466729,Neutral,,,
319,"  Binotto: No hatred, just sporting rivalry with Wolff  ",0.03733295689817429,Neutral,,,
320,  Red Bull to help rebuild Albon's confidence before Turkey  ,-0.0033422459893048162,Neutral,Albon,Red Bull,
321,"  Tsunoda wowed by power, physicality in first AlphaTauri F1 test  ",0.09909651360544221,Neutral,AlphaTauri,,
322,  Why F1’s Imola experiment won’t become a permanent fixture  ,0.20357142857142857,Positive,,,
323,  The biggest challenge now facing Mercedes in F1  ,0.10833333333333334,Neutral,Mercedes,,
324,  Bottas wants answers over lack of yellow flags after debris hit  ,0.0962962962962963,Neutral,Bottas,,
325,  Which Grand Prix are you? Take this test to find out  ,0.20539852304558187,Positive,,,
326,  Kvyat's Imola result not down to luck - AlphaTauri  ,0.2105930735930735,Positive,Kvyat,AlphaTauri,
327,  F4 videos helped Giovinazzi pull off charging Imola start  ,0.017229729729729724,Neutral,Giovinazzi,,
328,"  Imola crash ""scar"" will make Russell better driver - Wolff  ",-0.004543650793650792,Neutral,Russell,,
329,  Magnussen explains gearbox issue that caused headache  ,0.010476190476190467,Neutral,Magnussen,,
330,  Mercedes didn't believe sensors over Bottas's debris strike  ,0.07125850340136054,Neutral,Bottas,Mercedes,
331,  Weld failure triggered Gasly's retirement at Imola  ,0.09388924084046038,Neutral,Gasly,,
332,"  Hamilton: Champagne ""tasted worse"" from Ricciardo's boot  ",0.12555813234384663,Neutral,Hamilton,Ricciardo,
333,  Ten things we learned from the Emilia Romagna GP  ,0.10146393617896209,Neutral,,,
334,  Racing Point defends pit call that cost Perez Imola F1 podium  ,0.005715045188729408,Neutral,Perez,Racing Point,
335,  Emilia Romagna Grand Prix - Driver ratings  ,0.11444444444444447,Neutral,,,
336,  Russell: Imola crash the biggest mistake of my career  ,-0.06292653425006366,Negative,Russell,,
337,"  Horner: Verstappen's F1 tyre failure ""totally instantaneous""  ",0.07366485555261065,Neutral,Verstappen,,
338,  Would Hamilton have won at Imola without VSC fortune?  ,0.2961309523809524,Positive,Hamilton,,
339,"  Hamilton and Wolff ""not finished"" with F1 despite speculation  ",0.09715171192443918,Neutral,Hamilton,,
340,"  Ricciardo was ""smiling"" when Perez pitted at Imola  ",0.19824464153732443,Positive,Perez,Ricciardo,
341,  Wolff has Mercedes F1 team principal successor in mind  ,0.19757615840949178,Positive,Mercedes,,
342,"  Kvyat says ""brave racing"" key to fourth place at Imola  ",0.2796166666666666,Positive,Kvyat,,
343,"  Russell gutted over ""stupid mistake"" behind safety car  ",0.018905971479500877,Neutral,Russell,,
344,"  Perez says costly final pitstop ""didn't make sense""  ",-0.0014339826839826846,Neutral,Perez,,
345,"  Hamilton hails Mercedes’ ""unbelievable"" seventh F1 title  ",0.22923681257014594,Positive,Hamilton,Mercedes,
346,  Bottas says he couldn't avoid Vettel's broken endplate  ,0.00921658986175115,Neutral,Bottas,Vettel,
347,  Emilia Romagna GP: Hamilton wins as Mercedes secures title  ,0.08408008658008655,Neutral,Hamilton,Mercedes,
348,  2020 F1 Emilia Romagna GP race results  ,0.12389129389129389,Neutral,,,
349,  The Emilia Romagna GP as it happened  ,0.0,Neutral,,,
350,  Norris: Imola start “best opportunity” to progress  ,0.18417899929527837,Positive,Norris,,
351,"  Alonso praise ""means a hell of a lot"" to Russell  ",0.17054824561403512,Positive,Russell,,
352,"  Hamilton predicts a ""boring"" F1 race at Imola  ",0.08871190476190477,Neutral,Hamilton,,
353,  Grosjean in talks with IndyCar teams after Haas F1 exit  ,0.18334405834405834,Positive,Grosjean,Haas,
354,  Wolff doesn't see F1 engine freeze happening amid opposition  ,-0.01152625152625153,Negative,,,
355,"  Formula 1 Emilia Romagna Grand Prix – How to watch, start time & more  ",0.1821308321308321,Positive,,,
356,  What kind of race to expect from Imola's F1 return  ,0.12338154269972451,Neutral,,,
357,"  Kvyat says ""bullshit"" track limit penalties ""kill racing""  ",0.11035714285714289,Neutral,Kvyat,,
358,  Imola test not the secret to fourth on grid - Gasly  ,0.2318743667679838,Positive,Gasly,,
359,"  Hamilton blames ""piss poor lap"" for missing pole  ",0.04558982683982683,Neutral,Hamilton,,
360,"  Verstappen: Q2 power issue ""ruined"" Imola F1 qualifying rhythm  ",0.11562289562289563,Neutral,Verstappen,,
361,"  Bottas ""had the shakes"" after Imola pole lap  ",0.18666056166056166,Positive,Bottas,,
362,"  2020 F1 Emilia Romagna Grand Prix qualifying results, full grid lineup  ",0.15868055555555552,Positive,,,
363,  Emilia Romagna GP: Bottas snatches pole from Hamilton  ,0.13745454545454547,Neutral,Hamilton,Bottas,
364,  Live: Follow Emilia Romagna GP qualifying as it happens  ,0.0,Neutral,,,
365,  Emilia Romagna GP: Hamilton leads Verstappen in practice  ,0.041009852216748785,Neutral,Hamilton,Verstappen,
366,  Renault frustrated with F1 rivals blocking Alonso test  ,0.15242869875222814,Positive,Renault,,
367,  Renault joins Ferrari in opposing F1 engine freeze for 2022  ,0.03029984721161191,Neutral,Renault,,
368,  Ferrari: No big differences in data between Vettel and Leclerc  ,0.13936111111111113,Neutral,Leclerc,Vettel,
369,"  Emilia Romagna Grand Prix qualifying – Start time, how to watch, channel & more  ",0.04042207792207792,Neutral,,,
370,  Emilia Romagna GP: Latest F1 technical developments  ,0.04932323232323232,Neutral,,,
371,  Gasly to run Senna tribute helmet at Imola  ,0.30504201680672266,Positive,Gasly,,
372,  Russell’s trainer self-isolating after COVID-19 symptoms  ,-0.013498622589531682,Negative,Russell,,
373,  The surprise weakness Hamilton revealed in his Portugal win  ,0.2918181818181818,Positive,Hamilton,,
374,  Allison reveals Mercedes' biggest challenge at new F1 tracks  ,0.051999199430706286,Neutral,Mercedes,,
375,"  Renault: ""Strange"" Portugal form will help understand step back  ",0.14622222222222223,Neutral,Renault,,
376,  Imola F1 race to run without fans after government order  ,0.045577200577200584,Neutral,,,
377,  Ten things we learned from the Portuguese GP  ,0.12314125650260106,Neutral,,,
378,  Racing Point slams Perez's double reprimand in Portugal  ,0.07724702380952382,Neutral,Perez,Racing Point,
379,  Vettel trusts Ferrari giving him same F1 car as Leclerc  ,0.1505952380952381,Positive,Leclerc,Vettel,
380,  The pre-race call that gave Hamilton the edge at Portimao  ,0.10740740740740741,Neutral,Hamilton,,
381,  Portuguese Grand Prix - Driver ratings  ,0.3354166666666667,Positive,,,
382,"  Williams axe rumours fuelled by Perez camp, says Russell  ",0.06437229437229437,Neutral,Russell,Perez,Williams
383,"  Norris says Stroll ""doesn't seem to learn"" after clash  ",0.06241935483870968,Neutral,Norris,Stroll,
384,"  Verstappen: Perez ""took himself out"" in opening lap clash  ",0.097437106918239,Neutral,Verstappen,Perez,
385,  Perez close to penalty after reprimand for Gasly move  ,0.11542328042328041,Neutral,Gasly,Perez,
386,  Horner: Red Bull made wrong tyre choice for start  ,0.08309736394557825,Neutral,Red Bull,,
387,  Mercedes explains why it wanted Bottas on hard tyres  ,0.08464285714285716,Neutral,Bottas,Mercedes,
388,"  Sainz: Overtaking Mercedes drivers was ""pretty easy""  ",0.11695906432748542,Neutral,Sainz,Mercedes,
389,  Hamilton says leg cramp made him lift off several times  ,0.13072344322344323,Neutral,Hamilton,,
390,  Portuguese GP: Hamilton scores record-breaking 92nd win  ,0.08588392857142854,Neutral,Hamilton,,
391,  2020 F1 Portuguese GP race results  ,0.06557017543859649,Neutral,,,
392,  The Portuguese GP as it happened  ,0.0,Neutral,,,
393,"  McLaren made ""next step ""with F1 upgrades  ",0.20159705159705163,Positive,,,
394,  Haas: Overheating rear suspension is altering ride height  ,0.09264233241505969,Neutral,Haas,,
395,"  Ocon ""happier"" with Renault in qualifying despite Q2 exit  ",0.14245310245310244,Neutral,Ocon,Renault,
396,  The updates that have helped Red Bull close in on Mercedes  ,0.086860601084739,Neutral,Red Bull,Mercedes,
397,  F1 drivers concerned about “dangerous” Portimao pit exit  ,0.03571428571428572,Neutral,,,
398,  Williams: No change in Russell's approach despite speculation  ,0.18563596491228068,Positive,Russell,Williams,
399,"  Formula 1 Portuguese Grand Prix – How to watch, start time & more  ",0.19448051948051945,Positive,,,
400,"  Portimao drain collapse issue unprecedented, says FIA’s Masi  ",0.14959554334554334,Neutral,,,
401,  Why a decades-old F1 tradition had to be axed  ,0.296875,Positive,,,
402,  Petrov replaced as F1 steward after father's death  ,0.09684343434343434,Neutral,,,
403,  Ricciardo says wind a factor in costly Q2 spin at Portimao  ,0.07778679653679654,Neutral,Ricciardo,,
404,  Mercedes in favour of Formula 1 engine freeze from 2022  ,0.17124458874458875,Positive,Mercedes,,
405,  Perez reprimanded for Gasly qualifying incident  ,0.022142857142857148,Neutral,Gasly,Perez,
406,"  Hamilton explains ""counter-intuitive"" medium tyre choice  ",0.0657049997327775,Neutral,Hamilton,,
407,"  Vettel: Leclerc in a ""different class"" after another Q2 exit  ",0.23005050505050506,Positive,Leclerc,Vettel,
408,  Grip levels left Verstappen 'confused' in qualifying  ,0.18157894736842103,Positive,Verstappen,,
409,  Bottas regrets doing single-lap run in Portimao qualifying  ,0.226235119047619,Positive,Bottas,,
410,"  2020 F1 Portuguese Grand Prix qualifying results, full grid lineup  ",0.1845238095238095,Positive,,,
411,  Portuguese GP: Hamilton beats Bottas to pole by 0.1s  ,0.043668567205152574,Neutral,Hamilton,Bottas,
412,  Portuguese GP qualifying as it happened  ,0.0,Neutral,,,
413,  Portuguese GP qualifying delayed after drain cover issue  ,0.06896974553224554,Neutral,,,
414,  Ricciardo: Reliability will decide F1's fight for third  ,0.21058558558558557,Positive,Ricciardo,,
415,  Portuguese GP: Bottas completes practice sweep at Portimao  ,0.08537561853351326,Neutral,Bottas,,
416,  Horner: Red Bull will take outside driver if Albon dropped  ,0.08674242424242423,Neutral,Albon,Red Bull,
417,  FIA relaxes Portimao track limits after practice farce  ,0.11076631701631702,Neutral,,,
418,"  Portuguese Grand Prix qualifying – Start time, how to watch, channel & more  ",0.044886363636363634,Neutral,,,
419,  The Sochi-like Portimao feature that even has Mercedes puzzled  ,0.08446969696969697,Neutral,Mercedes,,
420,  Portuguese GP: Latest F1 technical developments  ,0.09672152560083593,Neutral,,,
421,  Renault given FIA warning after Ricciardo tyre blunder  ,0.05313852813852815,Neutral,Ricciardo,Renault,
422,  Gasly facing penalties threat after engine fire in FP2  ,0.07245454545454544,Neutral,Gasly,,
423,"  Hamilton says his Mercedes F1 car felt ""pretty terrible"" in FP2  ",0.07361111111111113,Neutral,Hamilton,Mercedes,
424,  No further action over Verstappen/Stroll incident  ,0.07199248120300755,Neutral,Verstappen,Stroll,
425,  Verstappen: 'Not my problem' if people offended by radio slurs  ,-0.12619047619047616,Negative,Verstappen,,
426,  Verstappen and Stroll summoned over FP2 crash  ,0.031501831501831494,Neutral,Verstappen,Stroll,
427,"  Portuguese GP: Bottas tops FP2 as Verstappen, Stroll clash  ",0.189808836996337,Positive,Verstappen,Bottas,Stroll
428,  2020 F1 Portuguese GP Friday practice results  ,0.14128787878787882,Neutral,,,
429,  LGBTQ+ movement criticises appointment of Petrov as F1 steward  ,0.28359375,Positive,,,
430,  Live: Follow Portuguese GP practice as it happens  ,0.0,Neutral,,,
431,  Williams refuses to confirm Russell and Latifi for 2021  ,0.13285714285714287,Neutral,Russell,Latifi,Williams
432,  Portuguese GP: Bottas leads Mercedes 1-2 in opening practice  ,0.0344551282051282,Neutral,Bottas,Mercedes,
433,  McLaren refines COVID protocols to avoid “complacency”  ,0.18536593614718613,Positive,,,
434,"  Hamilton: New Mercedes F1 contract ""probably"" a formality  ",0.19521456804065493,Positive,Hamilton,Mercedes,
435,"  Perez to ""say something pretty soon"" amid Williams links  ",0.10392561983471073,Neutral,Perez,Williams,
436,  Mercedes makes power unit part changes after Bottas failure  ,-0.00441017316017317,Neutral,Bottas,Mercedes,
437,  Mercedes to run without DAS at Portuguese GP  ,0.14117647058823532,Neutral,Mercedes,,
438,  Hulkenberg on standby for Racing Point in Portugal  ,0.07337662337662339,Neutral,Racing Point,,
439,  Ocon pleased with Alonso simulator support at Renault  ,0.28583333333333333,Positive,Ocon,Renault,
440,  Ferrari to introduce further aero upgrades in Portugal  ,0.07728919631093543,Neutral,,,
441,  Racing Point explains timeline of Stroll’s COVID-19 test  ,0.05300982800982801,Neutral,Stroll,Racing Point,
442,  McLaren 'strongly believes' upgrade package is needed  ,0.12666616329407027,Neutral,,,
443,  The headache Verstappen is giving Red Bull  ,0.04732142857142857,Neutral,Verstappen,Red Bull,
444,  Prize-winner Hoggard completes Red Bull F1 test at Silverstone  ,0.17040546662639688,Positive,Red Bull,,
445,  Portuguese GP attendance cut back due to COVID restrictions  ,0.06213521772345302,Neutral,,,
446,  When big single-seaters ruled Algarve long before F1’s debut  ,0.08535714285714287,Neutral,,,
447,  What Red Bull needs to beat Mercedes in F1  ,0.17333333333333337,Positive,Red Bull,Mercedes,
448,"  Ferrari could wait until Abu Dhabi to run Schumacher, Ilott  ",0.15633640169354454,Positive,,,
449,  Renault must become “addicts to success” - Abiteboul  ,0.24695526695526698,Positive,Renault,,
450,"  Racing Point hails Hulkenberg's ""remarkable job""  ",0.10261243386243386,Neutral,Racing Point,,
451,"  Russell says ""no hard feelings"" after Raikkonen shunt  ",0.058194444444444424,Neutral,Russell,Raikkonen,
452,  Bottas: Eifel GP win was still possible after Turn 1 mistake  ,0.19922299922299927,Positive,Bottas,,
453,  How cold Nurburgring weather added heat to third-place battle  ,-0.11818181818181818,Negative,,,
454,  Ten things we learned from the Eifel GP  ,0.186234782893874,Positive,,,
455,   Horner believes DAS helped Hamilton at restart  ,0.1614520202020202,Positive,Hamilton,,
456,  Hulkenberg was in wrong engine mode at start of Eifel GP  ,0.16820728291316525,Positive,,,
457,  Masi explains safety car call after Norris stoppage  ,-0.022580645161290325,Negative,Norris,,
458,  Eifel Grand Prix driver ratings  ,0.22083333333333333,Positive,,,
459,"  Vettel admits he took ""too much risk"" at Eifel GP  ",0.10457091927680161,Neutral,Vettel,,
460,  What caused Bottas to gift Hamilton his F1 history moment  ,0.08095238095238096,Neutral,Hamilton,Bottas,
461,  Norris failure at Eifel GP a repeat of Spa issue  ,0.010476190476190467,Neutral,Norris,,
462,"  Hamilton wants memory of matching Schumacher to ""stick""  ",0.22079365079365085,Positive,Hamilton,,
463,  Hamilton “humbled” to be honoured by Schumacher’s family  ,0.23602513227513228,Positive,Hamilton,,
464,"  Wolff ""enjoyed"" Hamilton/Bottas fight at start of Eifel GP  ",0.26272522522522523,Positive,Hamilton,Bottas,
465,  Horner: Punctured radiator led to Albon's Eifel GP retirement  ,0.12739316239316242,Neutral,Albon,,
466,"  Bottas ""would need a miracle"" to beat Hamilton to title  ",0.12921296296296297,Neutral,Hamilton,Bottas,
467,"  Sainz: Eifel GP was 60 laps of ""suffering""  ",0.1558306277056277,Positive,Sainz,,
468,  Hamilton presented with Schumacher helmet after record win  ,0.22715517241379302,Positive,Hamilton,,
469,  Ricciardo reveals tattoo details after winning F1 podium bet  ,0.1675260671228413,Positive,Ricciardo,,
470,  2020 F1 Eifel Grand Prix race results  ,0.16495726495726495,Positive,,,
471,  Eifel GP: Hamilton matches Schumacher's wins record  ,0.05167261904761905,Neutral,Hamilton,,
472,  The Eifel GP as it happened  ,0.0,Neutral,,,
473,"  F1 drivers face step into the ""unknown"" in Eifel GP  ",0.04571846282372598,Neutral,,,
474,  Seidl: McLaren had to push on with new F1 aero package  ,0.16833912211819185,Positive,,,
475,  Update package puts Red Bull ‘a lot closer’ to Mercedes  ,0.1589588107970461,Positive,Red Bull,Mercedes,
476,  Williams tried out Imola short-weekend plan at Eifel GP  ,0.2021329365079365,Positive,Williams,,
477,  Bottas and Hamilton query amount of F1 practice needed  ,0.09266001855287571,Neutral,Hamilton,Bottas,
478,  Ferrari on right path after hitting “rock bottom” - Mekies  ,0.13191494021851166,Neutral,,,
479,"  Formula 1 Eifel Grand Prix – How to watch, start time & more  ",0.21016233766233766,Positive,,,
480,  Ill Stroll unable to drive because “he couldn’t get off the toilet”  ,0.15326797385620913,Positive,Stroll,,
481,"  Mercedes: Starting on mediums would have been a ""big gamble""  ",0.06931631586804,Neutral,Mercedes,,
482,"  Perez says Racing Point ""messed up"" qualifying strategy  ",0.02489420995670995,Neutral,Perez,Racing Point,
483,  Sainz blames new upgrade struggles for Eifel GP disappointment  ,0.1676089599700711,Positive,Sainz,,
484,  Hamilton wanted to start Eifel GP on medium tyres  ,0.06636656746031745,Neutral,Hamilton,,
485,"  Verstappen ""disappointed"" with Eifel GP qualifying result  ",0.1047443181818182,Neutral,Verstappen,,
486,"  Hulkenberg: Eifel GP return ""wilder, crazier"" than Silverstone  ",0.01634706439393939,Neutral,,,
487,"  2020 F1 Eifel Grand Prix qualifying results, full grid lineup  ",0.1349206349206349,Neutral,,,
488,"  Eifel GP: Bottas beats Hamilton, Verstappen to pole  ",0.10202589807852964,Neutral,Hamilton,Verstappen,Bottas
489,  Eifel GP qualifying as it happened  ,0.0,Neutral,,,
490,  Hulkenberg replaces Stroll at Racing Point for Eifel GP  ,0.028433528836754648,Neutral,Stroll,Racing Point,
491,"  Eifel GP: Bottas leads Hamilton, Leclerc in FP3  ",0.04574652777777779,Neutral,Hamilton,Bottas,Leclerc
492,"  Unwell Stroll misses Nurburgring FP3, Hulkenberg on stand-by  ",0.03899632975719933,Neutral,Stroll,,
493,  FIA unveils tweaked Eifel GP medical evacuation plan  ,-0.010766758494031225,Negative,,,
494,  Norris and Sainz unveil helmets for World Mental Health Day  ,0.23989621489621485,Positive,Sainz,Norris,
495,"  Eifel Grand Prix qualifying – Start time, how to watch, channel & more  ",0.05180481283422459,Neutral,,,
496,"  Why curtailed Eifel GP won't level F1, but will harm perfection quest  ",0.03194444444444444,Neutral,,,
497,  FIA reveals contingency plan for Eifel GP  ,-0.022935267857142852,Negative,,,
498,"  FIA working on ""back-up plans"" to ensure Saturday action  ",0.10454545454545455,Neutral,,,
499,  Spa reveals €80m revamp as gravel traps return  ,0.054004329004329,Neutral,,,
500,  Eifel GP Friday practice cancelled due to poor weather  ,0.09234400656814448,Neutral,,,
501,"  Eifel GP weekend ""valuable"" for Schumacher despite no running  ",0.18511111111111112,Positive,,,
502,  Eifel GP Friday as it happened  ,0.0,Neutral,,,
503,  Another Mercedes F1 team member tests positive for COVID-19  ,0.11522727272727272,Neutral,Mercedes,,
504,  Poor weather forces Nurburgring FP1 cancellation  ,0.09926282051282052,Neutral,,,
505,"  Verstappen: ""No sense"" in pondering F1 future after Honda  ",0.09766414141414141,Neutral,Verstappen,,
506,  Eifel GP: Latest F1 technical developments  ,0.13524669774669773,Neutral,,,
507,  Schumacher 'has nothing to prove' in FP1 run - Leclerc  ,0.24398989898989898,Positive,Leclerc,,
508,  2020 Formula 1 Eifel Grand Prix session timings and preview  ,0.33749776085982996,Positive,,,
509,"  F1's COVID-19 protocols mean it can now race 'anywhere', says FIA  ",0.1304521645021645,Neutral,,,
510,  Vettel on Ferrari failure: 'Some fights I shouldn't have picked'  ,0.12049758953168044,Neutral,Vettel,,
511,"  F1 will soon be “the best it’s ever been”, says ex-Renault boss Bob Bell  ",0.14930349412492266,Neutral,Renault,,
512,  Renault willing to supply F1 engines to Red Bull in 2022  ,0.026010101010101015,Neutral,Red Bull,Renault,
513,  Witness the first F1 race at Imola since 2006  ,0.26502380952380944,Positive,,,
514,  Inside F1’s tech war: New Ferrari updates explained via 3D model  ,0.016305916305916306,Neutral,,,
515,"  Schumacher, Ilott and Shwartzman enjoy Ferrari F1 tests  ",0.26442292171105736,Positive,,,
516,  Ferrari planning further SF1000 car updates at Nurburgring  ,0.1389120670995671,Neutral,,,
517,  Bahrain not expecting outer loop to replace normal GP layout  ,0.13567073170731708,Neutral,,,
518,  Podcast: Did the FIA go easy on Lewis Hamilton after Sochi?  ,0.021428571428571432,Neutral,Hamilton,,
519,"  Verstappen, Vettel question ""harsh"" penalty points system  ",0.016569767441860464,Neutral,Verstappen,Vettel,
520,  Ten things we learned from the Russian GP  ,0.11638292622748574,Neutral,,,
521,"  Russell regrets not ""fannying around"" on first Sochi lap  ",0.03582420183982685,Neutral,Russell,,
522,"  Mercedes expected just a ""telling off"" over Hamilton incident  ",0.027529761904761918,Neutral,Hamilton,Mercedes,
523,"  Honda clipping ""skewed"" Red Bull's speed deficit in Sochi  ",0.12074074074074073,Neutral,Red Bull,,
524,  Was Hamilton's Sochi defeat inevitable even without penalties?  ,0.13392857142857142,Neutral,Hamilton,,
525,"  F1 drivers call for changes to Sochi's ""worst corner""  ",0.0262660619803477,Neutral,,,
526,"  Original Hamilton points penalty ""inappropriate"" - Masi  ",0.14234693877551022,Neutral,Hamilton,,
527,"  Sainz believes Sochi's Turn 2 ""shouldn't exist""  ",-0.02876344086021506,Negative,Sainz,,
528,"  Ricciardo: Sochi time penalty ""lit a fire under my bum""  ",0.16880696058327638,Positive,Ricciardo,,
529,  Hamilton's penalty points removed by F1 stewards  ,0.09656084656084657,Neutral,Hamilton,,
530,"  Stroll thinks it's ""ridiculous"" Leclerc wasn't penalised  ",0.17709137709137712,Positive,Leclerc,Stroll,
531,"  Bottas: Radio message aimed at people asking me to ""give up""  ",0.3220490620490621,Positive,Bottas,,
532,"  Wolff says Hamilton penalties in Russia ""far-fetched""  ",0.17317460317460318,Positive,Hamilton,,
533,"  Hamilton: F1 stewards ""trying to stop me"" with penalties  ",0.04891975308641977,Neutral,Hamilton,,
534,"  Bottas says ""massive bee"" thwarted first-lap pass attempt  ",0.1039484126984127,Neutral,Bottas,,
535,  Russian GP: Bottas takes comfortable win after Hamilton penalty  ,0.05699681020733649,Neutral,Hamilton,Bottas,
536,  2020 F1 Russian Grand Prix race results  ,0.07441666666666666,Neutral,,,
537,  Hamilton two points from race ban after Russia penalties  ,0.03969155844155845,Neutral,Hamilton,,
538,  Hamilton under investigation for pre-race practice start  ,0.16421130952380955,Positive,Hamilton,,
539,  The Russian GP as it happened  ,0.0,Neutral,,,
540,  Grosjean: Old parts partly to blame for inconsistent Haas form  ,0.18908880471380474,Positive,Grosjean,Haas,
541,"  Ricciardo: Making Renault ""uncomfortable"" key to Sochi form  ",0.09793233082706768,Neutral,Ricciardo,Renault,
542,"  Albon, Latifi hit with grid penalties after gearbox change  ",-0.05892857142857144,Negative,Albon,Latifi,
543,  FIA tightens podium rules after Hamilton’s Breonna Taylor protest  ,0.08834900731452457,Neutral,Hamilton,,
544,  Sainz explains McLaren's drop of form in Sochi qualifying  ,0.0507878787878788,Neutral,Sainz,,
545,"  Hamilton concerned about cars ""flying by"" him at start  ",0.08404761904761907,Neutral,Hamilton,,
546,"  Verstappen's Q3 lap ""unbelievable"", says Horner  ",0.19333333333333333,Positive,Verstappen,,
547,"  Soft tyres ""necessary"" for Hamilton in Q2 despite plea  ",0.03561265969802555,Neutral,Hamilton,,
548,"  2020 F1 Russian Grand Prix qualifying results, full grid lineup  ",0.12174303683737644,Neutral,,,
549,  Hamilton avoids penalty for Turn 2 rules breach  ,-0.003205128205128198,Neutral,Hamilton,,
550,"  Albon finds gap to Verstappen in Russia ""a bit confusing""  ",-0.02682291666666668,Negative,Verstappen,Albon,
551,"  ""Angry"" Leclerc explains mix-up that contributed to Q2 exit  ",-0.03413461538461538,Negative,Leclerc,,
552,"  Formula 1 Russian Grand Prix – How to watch, start time & more  ",0.19460497835497836,Positive,,,
553,"  Hamilton: Sochi qualifying ""horrible"" after Q2 dramas  ",0.03456228956228957,Neutral,Hamilton,,
